id,name,cost,attack,health,ability,evolved_ability,class,type,tribes
10171140,Medical-Grade Assassin,3,2,2,"Fanfare: Add an Enhanced Puppet to your hand.
Once on each of your turns, when an allied Puppetry follower enters the field, give it Bane.","Fanfare: Add an Enhanced Puppet to your hand.
Once on each of your turns, when an allied Puppetry follower enters the field, give it Bane.",Portalcraft,Follower,
10154120,"Medusa, Venomfang Royalty",7,3,7,"Rush
Can attack 3 times per turn.
Follower Strike: Destroy the opposing follower.","Rush
Can attack 3 times per turn.
Follower Strike: Destroy the opposing follower.",Abysscraft,Follower,
10443110,"Meg, Girl Next Door",3,2,1,"Fanfare: Skybound Art - Super-evolve this follower.
Whenever a 2-base-cost allied follower enters the field, give this follower Ward.","Fanfare: Skybound Art - Super-evolve this follower.
Whenever a 2-base-cost allied follower enters the field, give this follower Ward.",Dragoncraft,Follower,
90074310,Melodious Monody,1,0,0,Select an allied card on the field and destroy it. Deal 4 damage to a random enemy follower.,,Portalcraft,Spell,
10231110,"Melvie, Adoring Witch",2,2,2,"Fanfare: Add a Witch's New Brew to your hand. If there's a super-evolved allied follower on the field, gain 2 earth sigils.","Fanfare: Add a Witch's New Brew to your hand. If there's a super-evolved allied follower on the field, gain 2 earth sigils.",Runecraft,Follower,
10613110,Merciful Attendant,5,5,5,"Fanfare: Summon a Springbloom Fairy.
Whenever an allied follower evolves, restore 1 defense to your leader.","Fanfare: Summon a Springbloom Fairy.
Whenever an allied follower evolves, restore 1 defense to your leader.",Forestcraft,Follower,
10531310,Metamorphosis of the Dawnblossom,2,0,0,Select a card in your hand and discard it. Draw 2 cards.,,Runecraft,Spell,
10554110,Milteo & Luzen,6,3,3,"Fanfare: Reanimate (4) and Reanimate (2).
When this follower evolves, destroy 6 other random followers.
When this follower super-evolves, gain Crest: Milteo & Luzen.","Fanfare: Reanimate (4) and Reanimate (2).
When this follower evolves, destroy 6 other random followers.
When this follower super-evolves, gain Crest: Milteo & Luzen.",Abysscraft,Follower,
90054110,"Mimi, Right Paw Hellhound",1,2,1,"Rush
Last Words: Deal 2 damage to the enemy leader.","Rush
Last Words: Deal 2 damage to the enemy leader.",Abysscraft,Follower,
10152110,"Mino, Shrewd Reaper",2,2,1,"Enhance (4): Give this follower Rush and Bane.
Last Words: Add a Skeleton to your hand.","Enhance (4): Give this follower Rush and Bane.
Last Words: Add a Skeleton to your hand.",Abysscraft,Follower,
10432120,"Mireille & Risette, Penitent Duo",5,3,3,"Fanfare: Summon a Mireille & Risette, Penitent Duo. Earth Rite (2) - Evolve it and this follower.","Fanfare: Summon a Mireille & Risette, Penitent Duo. Earth Rite (2) - Evolve it and this follower.",Runecraft,Follower,
10173110,"Miriam, the Resolute",3,2,3,"Fanfare: Add a Gear of Ambition and Gear of Remembrance to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Add a Gear of Ambition and Gear of Remembrance to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.",Portalcraft,Follower,
10514120,"Miroku, Swarmpetal",3,2,2,"Fanfare: Select a Mode to activate.
1. Add 2 copies of Fairy to your hand.
2. Recover 2 play points.
3. Deal 3 damage split between all enemy followers.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select a Mode to activate.
1. Add 2 copies of Fairy to your hand.
2. Recover 2 play points.
3. Deal 3 damage split between all enemy followers.
Evolve: Replicate the effects of this card's Fanfare ability.",Forestcraft,Follower,
10051110,Mistress of the Fanged,6,3,6,"Storm
Bane","Storm
Bane",Abysscraft,Follower,
10304110,"Mjerrabaine, Great Manifest",4,3,3,"Fanfare: Add a Great Testimony to your hand.
Evolve: Gain Crest: Mjerrabaine, Great Manifest.","Fanfare: Add a Great Testimony to your hand.
Evolve: Gain Crest: Mjerrabaine, Great Manifest.",Neutral,Follower,
10611120,Monkey of Paradise,3,3,3,Fanfare: Combo (3) - Evolve this follower.,Fanfare: Combo (3) - Evolve this follower.,Forestcraft,Follower,
10501110,Monster Litterateur,1,1,1,"Fanfare: If there's another 1-base-cost card on the field, give this follower +1/+1.","Fanfare: If there's another 1-base-cost card on the field, give this follower +1/+1.",Neutral,Follower,
10421130,"Mordred, Illusory Lion",3,2,1,"Storm
Evolve: Summon an Arthur, Staunch Dragon.","Storm
Evolve: Summon an Arthur, Staunch Dragon.",Swordcraft,Follower,
10611110,Motherly Forestdweller,4,4,4,"Fanfare: Add a Springbloom Fairy to your hand.
Evolve: Summon a Springbloom Fairy.","Fanfare: Add a Springbloom Fairy to your hand.
Evolve: Summon a Springbloom Fairy.",Forestcraft,Follower,
10132110,"Ms. Miranda, Adored Academic",2,2,2,"Fanfare: Spellboost your hand.
Evolve: Select an enemy follower on the field and deal it 3 damage. Spellboost your hand.","Fanfare: Spellboost your hand.
Evolve: Select an enemy follower on the field and deal it 3 damage. Spellboost your hand.",Runecraft,Follower,Mysteria
10601110,Muddled Onlooker,2,2,1,Last Words: Deal 1 damage to the enemy leader.,Last Words: Deal 1 damage to the enemy leader.,Neutral,Follower,
10442120,"Mugen, Steel-Bodied Honesty",8,10,8,"Fanfare: Super Skybound Art - Give this follower Storm.
Super-Evolve: Select 2 enemy followers on the field and destroy them.","Fanfare: Super Skybound Art - Give this follower Storm.
Super-Evolve: Select 2 enemy followers on the field and destroy them.",Dragoncraft,Follower,
10153130,"Mukan, Shadowcrypt Ward",4,3,3,"Fanfare: Necromancy (8) - Evolve this follower.
Whenever an allied Departed follower enters the field, give it Bane.
When this follower evolves, summon a Ghost.","Fanfare: Necromancy (8) - Evolve this follower.
Whenever an allied Departed follower enters the field, give it Bane.
When this follower evolves, summon a Ghost.",Abysscraft,Follower,
10672310,Myriad Designs,6,0,0,"Summon a Ludicrous Ordnance, Shoddy Plaything, and Substandard Puppet and give them +0/+1.",,Portalcraft,Spell,
10151120,Nameless Demon,2,2,2,Evolve: Summon 2 copies of Bat.,Evolve: Summon 2 copies of Bat.,Abysscraft,Follower,
10342210,Nation of Disdain,2,0,0,"Countdown (4)
Engage (1): Deal 1 damage to all followers.",,Dragoncraft,Amulet,
10622120,Navy Cat,8,6,6,"Fanfare: Destroy all enemy followers with 1 defense.
Storm","Fanfare: Destroy all enemy followers with 1 defense.
Storm",Swordcraft,Follower,
10453110,"Nehan, Dispenser of Samsara",6,2,4,"Fanfare: Evolve all unevolved allied followers on the field. Deal 2 damage to your leader.
Drain","Fanfare: Evolve all unevolved allied followers on the field. Deal 2 damage to your leader.
Drain",Abysscraft,Follower,
10243110,"Neptune, Arbiter of Tides",7,5,5,"Fanfare: Gain Crest: Neptune, Arbiter of Tides. Summon 2 copies of Majestic Megalorca.
Ward
Super-Evolve: Summon 2 copies of Majestic Megalorca.","Fanfare: Gain Crest: Neptune, Arbiter of Tides. Summon 2 copies of Majestic Megalorca.
Ward
Super-Evolve: Summon 2 copies of Majestic Megalorca.",Dragoncraft,Follower,
10573110,Neuron Disrupter,5,4,2,"Fanfare: Recover X play points. X is the number of other allied followers on the field.
Rush
Last Words: Draw 2 cards.","Fanfare: Recover X play points. X is the number of other allied followers on the field.
Rush
Last Words: Draw 2 cards.",Portalcraft,Follower,
10572110,New-Age Cartographer,4,2,2,"Fanfare: Add an Ominous Artifact β to your hand.
Super-Evolve: Select an Artifact follower in your hand that costs 5 or less and summon an exact copy of it.","Fanfare: Add an Ominous Artifact β to your hand.
Super-Evolve: Select an Artifact follower in your hand that costs 5 or less and summon an exact copy of it.",Portalcraft,Follower,
10452110,"Nezha, Soaring War God",6,8,6,"Rush
At the end of your turn, deal 4 damage to a random enemy follower, then deal 2 damage to a random enemy follower.","Rush
At the end of your turn, deal 4 damage to a random enemy follower, then deal 2 damage to a random enemy follower.",Abysscraft,Follower,
10051120,Night Fiend,3,4,3,Fanfare: Deal 1 damage to your leader.,Fanfare: Deal 1 damage to your leader.,Abysscraft,Follower,
10221120,Nightshadow Ninja Master,5,4,5,Ambush,Ambush,Swordcraft,Follower,
10172130,"Noah, Thread of Death",6,5,6,Fanfare: Add 3 copies of Puppet to your hand. Give all Puppetry followers in your hand +1/+0.,Fanfare: Add 3 copies of Puppet to your hand. Give all Puppetry followers in your hand +1/+0.,Portalcraft,Follower,
90034120,Noble Shikigami,10,1,1,"When this follower enters the field, give it +X/+Y. X/Y is the total base attack/defense of allied Shikigami followers destroyed this turn.
Ward
Aura","When this follower enters the field, give it +X/+Y. X/Y is the total base attack/defense of allied Shikigami followers destroyed this turn.
Ward
Aura",Runecraft,Follower,Shikigami
10624110,"Noel IV, Ruthless Warlord",6,4,5,"Fanfare: Summon a Fearless Soldier and give it Bane.
Enhance (7): Summon a Fearless Soldier and give it Drain.
Enhance (8): Summon a Fearless Soldier and give it Storm.
Super-Evolve: Give all other allied followers on the field +1/+1.","Fanfare: Summon a Fearless Soldier and give it Bane.
Enhance (7): Summon a Fearless Soldier and give it Drain.
Enhance (8): Summon a Fearless Soldier and give it Storm.
Super-Evolve: Give all other allied followers on the field +1/+1.",Swordcraft,Follower,
90023110,"Nonja, Silent Maid",2,2,2,"Fanfare: If there's an allied Prim, Princess's Picnic on the field, give this follower +1/+1 and Bane.
Ward","Fanfare: If there's an allied Prim, Princess's Picnic on the field, give this follower +1/+1 and Bane.
Ward",Swordcraft,Follower,Officer
10234120,"Norman, Adamant Alchemist",6,5,5,"Fanfare: Earth Rite (1) - Select a Mode to activate.
1. Summon a Guardian Golem and give it Barrier.
2. Draw 3 cards.
3. Restore 4 defense to your leader.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Earth Rite (1) - Select a Mode to activate.
1. Summon a Guardian Golem and give it Barrier.
2. Draw 3 cards.
3. Restore 4 defense to your leader.
Evolve: Replicate the effects of this card's Fanfare ability.",Runecraft,Follower,Mysteria
10613310,Nurturing Eld Lance,3,0,0,"Select a Mode to activate.
1. Destroy a random enemy follower with the highest attack.
2. Summon a Springbloom Fairy.",,Forestcraft,Spell,Encroacher
10342120,Ocean Rider,3,1,1,"Fanfare: Summon a Majestic Megalorca. If you're in Overflow, summon 2 instead.
Whenever an allied Marine follower enters the field, give it Ward.","Fanfare: Summon a Majestic Megalorca. If you're in Overflow, summon 2 instead.
Whenever an allied Marine follower enters the field, give it Ward.",Dragoncraft,Follower,
10324120,"Octrice, Hollowness Manifest",3,3,3,"Fanfare: Gain Crest: Octrice, Hollowness Manifest.
Evolve: Add a Gilded Blade and Gilded Necklace to your hand.","Fanfare: Gain Crest: Octrice, Hollowness Manifest.
Evolve: Add a Gilded Blade and Gilded Necklace to your hand.",Swordcraft,Follower,
10204110,"Odin, Twilit Fate",7,4,2,"Fanfare: Select an enemy card on the field and banish it.
Storm","Fanfare: Select an enemy card on the field and banish it.
Storm",Neutral,Follower,
10104110,"Olivia, Heroic Dark Angel",7,4,4,"Fanfare: Draw 2 cards. Restore 2 defense to your leader. Recover 2 play points.
Super-Evolve: Select another unevolved allied follower on the field and super-evolve it.","Fanfare: Draw 2 cards. Restore 2 defense to your leader. Recover 2 play points.
Super-Evolve: Select another unevolved allied follower on the field and super-evolve it.",Neutral,Follower,
10524110,"Oluon, Raging Chariot",9,7,7,"At the end of your turn, if this follower is unevolved, deal 7 damage to all enemy followers. If it's evolved, do this 3 times: ""Deal 7 damage to another random ally or enemy.""","At the end of your turn, if this follower is unevolved, deal 7 damage to all enemy followers. If it's evolved, do this 3 times: ""Deal 7 damage to another random ally or enemy.""",Swordcraft,Follower,
10604110,"Omegotep, the Dreaded One",9,4,4,"Fanfare: Activate 2 random abilities from the following.
1. Destroy a random enemy follower.
2. Deal 2 damage to the enemy leader.
3. Recover 2 play points.
4. Give this follower +4/+4 and activate its Fanfare ability.
Super-Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Activate 2 random abilities from the following.
1. Destroy a random enemy follower.
2. Deal 2 damage to the enemy leader.
3. Recover 2 play points.
4. Give this follower +4/+4 and activate its Fanfare ability.
Super-Evolve: Replicate the effects of this card's Fanfare ability.",Neutral,Follower,Encroacher
90073110,Ominous Artifact α,5,3,5,"Fuse: Ominous Artifact β and Ominous Artifact γ
When you've Fused both to this card, transform it into a Masterwork Artifact Ω.
At the end of your turn, restore 3 defense to your leader.","Fuse: Ominous Artifact β and Ominous Artifact γ
When you've Fused both to this card, transform it into a Masterwork Artifact Ω.
At the end of your turn, restore 3 defense to your leader.",Portalcraft,Follower,Artifact
90073120,Ominous Artifact β,5,4,4,"At the end of your turn, deal 3 damage to the enemy leader.","At the end of your turn, deal 3 damage to the enemy leader.",Portalcraft,Follower,Artifact
90073130,Ominous Artifact γ,5,5,3,"At the end of your turn, deal 3 damage to all enemy followers.","At the end of your turn, deal 3 damage to all enemy followers.",Portalcraft,Follower,Artifact
90054130,One-Tailed Fox,2,2,3,"Rush
Ward
Last Words: Give a random allied Ginsetsu & Yuzuki, Twin Calamities on the field +1/+0.","Rush
Ward
Last Words: Give a random allied Ginsetsu & Yuzuki, Twin Calamities on the field +1/+0.",Abysscraft,Follower,
90032110,Onion Patch,1,1,1,"Rush
Strike: Spellboost your hand.","Rush
Strike: Spellboost your hand.",Runecraft,Follower,
10114120,Opulent Rose Queen,9,6,6,"Fanfare: Transform all Forestcraft cards in your hand that cost 2 or less into copies of Bramble Burst.
Ward
Can attack 2 times per turn.","Fanfare: Transform all Forestcraft cards in your hand that cost 2 or less into copies of Bramble Burst.
Ward
Can attack 2 times per turn.",Forestcraft,Follower,
10174120,"Orchis, Newfound Heart",8,5,5,"Fanfare: Summon a Lloyd.
Whenever an allied Puppetry follower enters the field, give it Storm and Bane.
Super-Evolve: Summon 2 copies of Enhanced Puppet.","Fanfare: Summon a Lloyd.
Whenever an allied Puppetry follower enters the field, give it Storm and Bane.
Super-Evolve: Summon 2 copies of Enhanced Puppet.",Portalcraft,Follower,
10153120,"Orthrus, Hellhound Blader",2,2,2,"Fanfare: Gain 2 shadows.
Ward
Evolve: Necromancy (4) - Do this 2 times: ""Deal 2 damage to a random enemy follower.""","Fanfare: Gain 2 shadows.
Ward
Evolve: Necromancy (4) - Do this 2 times: ""Deal 2 damage to a random enemy follower.""",Abysscraft,Follower,
90043110,Otohime's Bodyguard,3,2,2,"Storm
Ward","Storm
Ward",Dragoncraft,Follower,Marine
10233110,"Owen, Mysterian Swordsman",3,3,3,"Ward
Clash: Spellboost your hand.
Evolve: Draw 2 followers.","Ward
Clash: Spellboost your hand.
Evolve: Draw 2 followers.",Runecraft,Follower,Mysteria
10131130,Owl Summoner,3,3,3,"Fanfare: Gain an earth sigil.
Evolve: Select an enemy follower on the field and deal it 5 damage.","Fanfare: Gain an earth sigil.
Evolve: Select an enemy follower on the field and deal it 5 damage.",Runecraft,Follower,
10163210,Pact of the Beast Princess,2,0,0,"Countdown (2)
Last Words: Summon a Holyflame Tiger.
Engage (1): Advance this amulet's count by 1.",,Havencraft,Amulet,
90031130,Paper Shikigami,2,2,1,"Rush
Last Words: Spellboost your hand.","Rush
Last Words: Spellboost your hand.",Runecraft,Follower,Shikigami
10233310,Pascale's Dance,2,0,0,Gain an earth sigil. Gain Crest: Pascale's Dance.,,Runecraft,Spell,
10662120,Pegasus Rider,6,5,5,"Fanfare: Summon a Holy Falcon.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Summon a Holy Falcon.
Evolve: Replicate the effects of this card's Fanfare ability.",Havencraft,Follower,
10133120,"Penelope, Potions Prodigy",2,2,2,"Fanfare: Gain 2 earth sigils.
Super-Evolve: Draw 2 cards. Restore 2 defense to your leader. Gain 2 earth sigils.","Fanfare: Gain 2 earth sigils.
Super-Evolve: Draw 2 cards. Restore 2 defense to your leader. Gain 2 earth sigils.",Runecraft,Follower,
10322120,Peppy Scout,5,3,3,"Fanfare: Summon a random Swordcraft follower that costs 3 or less from your deck.
Evolve: Select another allied follower on the field and give it +2/+2.","Fanfare: Summon a random Swordcraft follower that costs 3 or less from your deck.
Evolve: Select another allied follower on the field and give it +2/+2.",Swordcraft,Follower,
10103110,"Phildau, Lionheart Ward",2,2,2,Evolve: Select an enemy follower on the field and destroy it.,Evolve: Select an enemy follower on the field and destroy it.,Neutral,Follower,
10431110,"Philosophia, Cryptic Sophist",3,1,4,Fanfare: Draw a spell.,Fanfare: Draw a spell.,Runecraft,Follower,
10561110,Prescient Priestess,3,2,2,"Fanfare: Select an enemy follower on the field and deal it 2 damage.
Ward
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select an enemy follower on the field and deal it 2 damage.
Ward
Evolve: Replicate the effects of this card's Fanfare ability.",Havencraft,Follower,
10223120,"Prim, Princess's Picnic",2,1,1,"Fanfare: Add a Nonja, Silent Maid to your hand.
Ambush
Super-Evolve: Give all other allied followers on the field +1/+1.","Fanfare: Add a Nonja, Silent Maid to your hand.
Ambush
Super-Evolve: Give all other allied followers on the field +1/+1.",Swordcraft,Follower,
10443310,Primal Beast Absorption,5,0,0,"Select an enemy card on the field, banish it, and add a copy of it to your hand.",,Dragoncraft,Spell,
10661110,Prostrating Coward,5,4,5,"When this follower enters the field, restore 2 defense to your leader.
Bane
Ward","When this follower enters the field, restore 2 defense to your leader.
Bane
Ward",Havencraft,Follower,
10562210,Protective Shell,2,0,0,Engage: Destroy this card. Draw X cards. X is the number of allied followers on the field with Ward.,,Havencraft,Spell,
10511110,Prudent Tanuki,2,1,3,"Ambush
Evolve: Draw a card.","Ambush
Evolve: Draw a card.",Forestcraft,Follower,
90071110,Puppet,0,1,1,"Rush
At the end of your opponent's turn, destroy this card.","Rush
At the end of your opponent's turn, destroy this card.",Portalcraft,Follower,Puppetry
10271120,Puppet Cat,1,1,1,"Fanfare: If there's a super-evolved allied follower on the field, add a Puppet to your hand and give it +3/+0.
Rush","Fanfare: If there's a super-evolved allied follower on the field, add a Puppet to your hand and give it +3/+0.
Rush",Portalcraft,Follower,
10071120,Puppet Lancer,2,2,1,Fanfare: Add an Enhanced Puppet to your hand.,Fanfare: Add an Enhanced Puppet to your hand.,Portalcraft,Follower,
10171310,Puppet Shield,3,0,0,Summon 2 copies of Enhanced Puppet.,,Portalcraft,Spell,
10072210,Puppet Theater,2,0,0,"Fanfare: Add a Puppet to your hand.
Countdown (2)
At the end of your turn, add a Puppet to your hand.",,Portalcraft,Amulet,
10242210,Pyrewyrm Blade,1,0,0,"Engage (1): Destroy this card. Select an allied follower on the field and give it +1/+1 and ""Last Words: Summon a Pyrewyrm Blade.""",,Dragoncraft,Spell,
10001130,Quake Goliath,4,4,5,Ward,Ward,Neutral,Follower,
10512310,Quiet Encouragement,3,0,0,Deal 1 damage to all enemies. Combo (3) - Deal 2 damage instead.,,Forestcraft,Spell,
10222120,"Rackhir, Ordinary Knight",4,3,3,"Fanfare: Draw a spell.
Evolve: Recover 2 play points.","Fanfare: Draw a spell.
Evolve: Recover 2 play points.",Swordcraft,Follower,
10161130,Radiant Guiding Angel,5,2,3,Fanfare: Draw 2 cards. Restore 2 defense to your leader.,Fanfare: Draw 2 cards. Restore 2 defense to your leader.,Havencraft,Follower,
10131310,Radiant Rainbow,2,0,0,Select a card in your hand with On Spellboost and spellboost it. Draw a card.,,Runecraft,Spell,
10153310,Rage of Serpents,2,0,0,Select an enemy follower on the field or the enemy leader and deal it 3 damage. Deal 2 damage to your leader.,,Abysscraft,Spell,
10341310,Raging Lightning,3,0,0,"Deal 5 damage to all followers with the highest defense. If you're in Overflow, deal 3 damage to all leaders with the highest defense.",,Dragoncraft,Spell,
10334120,"Raio, Elimination Manifest",9,9,9,Fanfare: Reduce the cost of all followers in your deck by 3. Transform a random spell in your hand into an Ersatz Elimination. It costs 0 until the end of the turn.,Fanfare: Reduce the cost of all followers in your deck by 3. Transform a random spell in your hand into an Ersatz Elimination. It costs 0 until the end of the turn.,Runecraft,Follower,
10174130,"Ralmia, Sonic Boom",8,2,2,"Fanfare: Select 3 Artifact followers in your hand that cost 5 or less and summon an exact copy of each.
Super-Evolve: Give all allied Artifact followers on the field +1/+1.","Fanfare: Select 3 Artifact followers in your hand that cost 5 or less and summon an exact copy of each.
Super-Evolve: Give all allied Artifact followers on the field +1/+1.",Portalcraft,Follower,
10421110,"Randall, Feet Fighter",2,3,2,Enhance (5): Give this follower Storm.,Enhance (5): Give this follower Storm.,Swordcraft,Follower,
10123310,Ravening Tentacles,7,0,0,Select an enemy follower on the field or the enemy leader and deal it 5 damage. Restore 5 defense to your leader.,,Swordcraft,Spell,Levin
10251110,"Rayvn, the Silver Bullet",5,3,4,"Bane
Evolve: Select 2 enemy followers on the field and destroy them. Deal 2 damage to your leader.","Bane
Evolve: Select 2 enemy followers on the field and destroy them. Deal 2 damage to your leader.",Abysscraft,Follower,
10151310,Reaper's Deathslash,1,0,0,Select an allied and enemy follower on the field and destroy them.,,Abysscraft,Spell,
10632310,Reaved Order,1,0,0,Select an allied Crystalspawn on the field and destroy it. Draw 2 Runecraft followers.,,Runecraft,Spell,
90061130,Regal Falcon,6,4,4,Storm,Storm,Havencraft,Follower,
10203110,"Reina, Angelic Partner",7,5,5,Evolve: Evolve all unevolved allied followers on the field.,Evolve: Evolve all unevolved allied followers on the field.,Neutral,Follower,
10032110,"Remi & Rami, Two-Faced Witch",4,4,4,"Fanfare: Earth Rite (1) - Summon a Guardian Golem.
Super-Evolve: Select an allied Golem follower on the field, evolve it, and give it +3/+3.","Fanfare: Earth Rite (1) - Summon a Guardian Golem.
Super-Evolve: Select an allied Golem follower on the field, evolve it, and give it +3/+3.",Runecraft,Follower,
90024310,Remnant of Hollowness,1,0,0,Deal 4 damage split between all enemies.,,Swordcraft,Spell,
10162120,"Reno, Luxwing Featherfolk",4,3,5,"Clash: Deal 1 damage to the enemy leader.
Super-Evolve: Give this follower ""Can attack 2 times per turn.""","Clash: Deal 1 damage to the enemy leader.
Super-Evolve: Give this follower ""Can attack 2 times per turn.""",Havencraft,Follower,
10641110,Resolute Dragonewt,3,2,3,"Fanfare: Select a card in your hand and discard it.
Last Words: Draw 2 cards.","Fanfare: Select a card in your hand and discard it.
Last Words: Draw 2 cards.",Dragoncraft,Follower,
10563210,Resolve of the Mistbloom,3,0,0,"Fanfare: Select an enemy follower on the field and deal it 5 damage.
Engage: Destroy this card. Return 2 random cards from your hand to deck. Draw 2 cards.",,Havencraft,Spell,
10572310,Resurrection Tuner,1,0,0,Select a card in your hand and discard it. Add a copy each of 2 random differently named allied followers destroyed this match to your hand without revealing them.,,Portalcraft,Spell,
10323310,Returning Slash,1,0,0,"Fuse: Loot cards
Deal 2 damage to a random enemy follower. Add a Gilded Blade to your hand. If you've Fused to this card, draw a card.",,Swordcraft,Spell,
10651110,Reverent Demon,2,2,2,Last Words: Draw a card. Deal 1 damage to your leader.,Last Words: Draw a card. Deal 1 damage to your leader.,Abysscraft,Follower,
10553310,Rigor of the Nightblossom,2,0,0,Gain Crest: Rigor of the Nightblossom.,,Abysscraft,Spell,
10332310,Risky Amalgamation,4,0,0,Summon a Guardian Golem and Clay Golem.,,Runecraft,Spell,
10542310,Roar of Prominence,4,0,0,Deal X damage to all followers. X is the number of followers on the field.,,Dragoncraft,Spell,
10164110,"Rodeo, Anathema of Judgment",7,5,5,"Fanfare: Select a card in your hand and discard it. Summon 3 random differently named amulets that cost 3 or less from your deck.
Super-Evolve: Destroy a random enemy follower with the highest attack. Deal 1 damage to all enemy followers.","Fanfare: Select a card in your hand and discard it. Summon 3 random differently named amulets that cost 3 or less from your deck.
Super-Evolve: Destroy a random enemy follower with the highest attack. Deal 1 damage to all enemy followers.",Havencraft,Follower,Anathema
10163120,"Ronavero, Darkhaven Ward",4,1,3,"Ambush
Evolve: Select an enemy follower on the field and destroy it.","Ambush
Evolve: Select an enemy follower on the field and destroy it.",Havencraft,Follower,
10223110,"Rosé, Princess Knight",3,3,2,"Enhance (5): Draw a Swordcraft follower that costs 2 or less and set its cost to 0.
Rush
Follower Strike: If the opposing follower is damaged, destroy it.","Enhance (5): Draw a Swordcraft follower that costs 2 or less and set its cost to 0.
Rush
Follower Strike: If the opposing follower is damaged, destroy it.",Swordcraft,Follower,
90051140,Rotting Zombie,3,2,2,Last Words: Summon a Rotting Zombie and remove Last Words from it.,Last Words: Summon a Rotting Zombie and remove Last Words from it.,Abysscraft,Follower,Departed
10022110,Royal Coachwoman,2,1,2,Last Words: Summon a Knight.,Last Words: Summon a Knight.,Swordcraft,Follower,
10101110,"Ruby, Greedy Cherub",2,2,2,Fanfare: Select a card in your hand and return it to deck. Draw a card.,Fanfare: Select a card in your hand and return it to deck. Draw a card.,Neutral,Follower,
10543110,Ruinbringer,7,5,5,"Super-Evolve: Banish all 1-, 3-, 5-, 7-, and 9-cost cards from your deck. Deal X damage split between all enemy followers. X is the number of cards you banished.","Super-Evolve: Banish all 1-, 3-, 5-, 7-, and 9-cost cards from your deck. Deal X damage split between all enemy followers. X is the number of cards you banished.",Dragoncraft,Follower,
10172110,"Rukina, Resistance Leader",4,3,3,"Fanfare: Add a Gear of Ambition and Gear of Remembrance to your hand.
Evolve: Summon a Striker Artifact.","Fanfare: Add a Gear of Ambition and Gear of Remembrance to your hand.
Evolve: Summon a Striker Artifact.",Portalcraft,Follower,
10354120,Rulenye & Valnareik,7,5,5,"Fanfare: Select a Mode to activate.
1. Add a Scream Diffusion to your hand.
2. Add a Wings of Desire to your hand.","Fanfare: Select a Mode to activate.
1. Add a Scream Diffusion to your hand.
2. Add a Wings of Desire to your hand.",Abysscraft,Follower,
10104120,Ruler of Cocytus,10,10,10,Fanfare: Replace your deck with the Apocalypse Deck.,Fanfare: Replace your deck with the Apocalypse Deck.,Neutral,Follower,
10431310,Rune Portal,7,0,0,Deal 6 damage to all enemy followers. Restore 3 defense to your leader.,,Runecraft,Spell,
10131110,Runeblade Conductor,5,1,1,"On Spellboost: Give this follower +1/+1.
Fanfare: Select an enemy follower on the field and deal it X damage. X is this follower's attack.","On Spellboost: Give this follower +1/+1.
Fanfare: Select an enemy follower on the field and deal it X damage. X is this follower's attack.",Runecraft,Follower,
10022120,"Rusty, Luxcard Trickster",3,3,3,"Super-Evolve: Draw all copies of Rusty, Luxcard Trickster and give them Storm.","Super-Evolve: Draw all copies of Rusty, Luxcard Trickster and give them Storm.",Swordcraft,Follower,
10623310,Ruthless Eld Sword,1,0,0,"Select a Mode to activate.
1. Draw a card.
2. Deal 3 damage to a random enemy follower.
Enhance (3): Activate all of them instead.",,Swordcraft,Spell,Encroacher
10062120,Sacred Griffon,8,6,8,"Ward
Whenever you Engage an amulet, give this follower Storm.","Ward
Whenever you Engage an amulet, give this follower Storm.",Havencraft,Follower,
10644110,"Sagatsumatsu, Fair Beheader",7,5,4,"Fanfare: Select a card in your hand and discard it. Add 2 copies of Spilling Red to your hand.
Storm
Bane
Aura","Fanfare: Select a card in your hand and discard it. Add 2 copies of Spilling Red to your hand.
Storm
Bane
Aura",Dragoncraft,Follower,
10132310,Sagelight Teachings,3,0,0,"Select a Mode to activate.
1. Gain 4 earth sigils.
2. Restore 4 defense to your leader.
3. Earth Rite (3) - Deal 4 damage to all enemy followers.",,Runecraft,Spell,
10563110,Saint of Rehabilitation,5,2,3,"Fanfare: Restore 1 defense to your leader.
Ward
During your turn, whenever your leader's defense is restored, summon a Fox of Purity.
Evolve: Replicate the effects of this card's Fanfare ability.
Super-Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Restore 1 defense to your leader.
Ward
During your turn, whenever your leader's defense is restored, summon a Fox of Purity.
Evolve: Replicate the effects of this card's Fanfare ability.
Super-Evolve: Replicate the effects of this card's Fanfare ability.",Havencraft,Follower,
10164130,"Salefa, Guardian of Water",5,3,3,"Fanfare: Restore 3 defense to your leader.
Ward
Evolve: Deal 3 damage to all enemy followers.","Fanfare: Restore 3 defense to your leader.
Ward
Evolve: Deal 3 damage to all enemy followers.",Havencraft,Follower,
